complaint_id,order_id,complaint_text,severity,resolution_type
CMP-00485,ORD-01142,URGENT: Order ORD-01142 was supposed to be a gift. It's 2 weeks late and the occasion has passed. Full refund.,high,refund_with_compensation
CMP-00486,ORD-01004,"Order ORD-01004 is a SCAM - the product is counterfeit, not genuine. I want full refund and compensation.",high,escalated_to_manager
CMP-00487,ORD-00373,"My order ORD-00373 worth $500+ has vanished. No tracking, no updates, no support. Considering legal action.",high,full_refund
CMP-00488,ORD-00292,Order ORD-00292 was supposed to arrive yesterday but came today. Minor inconvenience.,low,apology_email
CMP-00489,ORD-00215,I received a completely damaged product in order ORD-00215. Screen is cracked. DEMAND full refund.,high,investigation_opened
CMP-00490,ORD-00446,Product from ORD-00446 is good but took 1 extra day compared to the estimate.,low,no_action
CMP-00491,ORD-00258,Order ORD-00258 product has a scratch on the screen. It's supposed to be brand new.,medium,partial_refund
CMP-00492,ORD-01107,URGENT: Order ORD-01107 never arrived and I was charged twice! I need immediate refund for both charges.,high,refund_with_compensation
CMP-00493,ORD-00632,Order ORD-00632: product arrived but doesn't match the size specifications listed.,medium,rescheduled_delivery
CMP-00494,ORD-00465,I've been waiting for order ORD-00465 refund for a week now. When will it be processed?,medium,rescheduled_delivery
CMP-00495,ORD-00967,Delivery for ORD-00967 was left at the doorstep without notification. Please improve this.,low,coupon_issued
CMP-00496,ORD-00107,Order ORD-00107 has been stuck in transit for 5 days. No tracking updates. Very frustrating.,medium,exchange_initiated
CMP-00497,ORD-00054,The product from order ORD-00054 stopped working after 2 days. I want a replacement.,medium,exchange_initiated
CMP-00498,ORD-00551,Order ORD-00551: product arrived but doesn't match the size specifications listed.,medium,exchange_initiated
CMP-00499,ORD-01054,Order ORD-01054: Allergic reaction from product that had wrong ingredients listed. Need compensation NOW.,high,refund_with_compensation
CMP-00500,ORD-00808,I got order ORD-00808 a few hours after the estimated window. Not urgent but noting it.,low,apology_email
CMP-00501,ORD-01129,My order ORD-01129 was split into two shipments without notice. One part is still missing.,medium,partial_refund
CMP-00502,ORD-00497,Order ORD-00497 delivery was rescheduled twice without my consent. Very inconvenient.,medium,rescheduled_delivery
CMP-00503,ORD-01157,I got order ORD-01157 a few hours after the estimated window. Not urgent but noting it.,low,coupon_issued
CMP-00504,ORD-00119,I've been waiting for order ORD-00119 refund for a week now. When will it be processed?,medium,partial_refund
CMP-00505,ORD-00986,"Minor issue with order ORD-00986 - the accessories were in a separate bag, initially thought missing.",low,coupon_issued
CMP-00506,ORD-00241,The product from order ORD-00241 stopped working after 2 days. I want a replacement.,medium,rescheduled_delivery
CMP-00507,ORD-00456,Order ORD-00456 delivery was rescheduled twice without my consent. Very inconvenient.,medium,replacement_sent
CMP-00508,ORD-00607,I need to cancel order ORD-00607 but the app won't let me. It hasn't shipped yet.,medium,rescheduled_delivery
CMP-00509,ORD-00858,I got order ORD-00858 a few hours after the estimated window. Not urgent but noting it.,low,apology_email
CMP-00510,ORD-00334,Product from ORD-00334 is good but took 1 extra day compared to the estimate.,low,coupon_issued
CMP-00511,ORD-00430,"Order ORD-00430 is a SCAM - the product is counterfeit, not genuine. I want full refund and compensation.",high,refund_with_compensation
CMP-00512,ORD-00204,Order ORD-00204 is delayed by 3 days now. I need it for an event this weekend. Please expedite.,medium,exchange_initiated
CMP-00513,ORD-00691,The product from order ORD-00691 stopped working after 2 days. I want a replacement.,medium,partial_refund
CMP-00514,ORD-00236,Order ORD-00236 was marked delivered but I haven't received it. Delivery agent marked wrong.,medium,partial_refund
CMP-00515,ORD-00113,Order ORD-00113 delivery was rescheduled twice without my consent. Very inconvenient.,medium,partial_refund
CMP-00516,ORD-00688,I got order ORD-00688 a few hours after the estimated window. Not urgent but noting it.,low,coupon_issued
CMP-00517,ORD-00234,Product from ORD-00234 is good but took 1 extra day compared to the estimate.,low,apology_email
CMP-00518,ORD-00101,Order ORD-00101 has been stuck in transit for 5 days. No tracking updates. Very frustrating.,medium,exchange_initiated
CMP-00519,ORD-00243,Order ORD-00243 is 10 days late and nobody from support is helping. This is unacceptable! Escalate NOW.,high,full_refund
CMP-00520,ORD-00423,"Minor issue with order ORD-00423 - the accessories were in a separate bag, initially thought missing.",low,no_action
CMP-00521,ORD-00205,The quality of the product in order ORD-00205 doesn't match the description. Want a return.,medium,replacement_sent
CMP-00522,ORD-00385,Order ORD-00385 delivery was rescheduled twice without my consent. Very inconvenient.,medium,exchange_initiated
CMP-00523,ORD-00824,Order ORD-00824 delivery was rescheduled twice without my consent. Very inconvenient.,medium,exchange_initiated
CMP-00524,ORD-00076,Order ORD-00076 has been lost by the carrier and nobody takes responsibility. 15 days and counting!,high,investigation_opened
CMP-00525,ORD-00849,The quality of the product in order ORD-00849 doesn't match the description. Want a return.,medium,exchange_initiated
CMP-00526,ORD-00600,Order ORD-00600 arrived with missing parts. The charger was not included in the box.,medium,partial_refund
CMP-00527,ORD-01140,Order ORD-01140 tracking was not updating for a day. It arrived though.,low,apology_email
CMP-00528,ORD-00716,Order ORD-00716 has been stuck in transit for 5 days. No tracking updates. Very frustrating.,medium,replacement_sent
CMP-00529,ORD-00973,The quality of the product in order ORD-00973 doesn't match the description. Want a return.,medium,exchange_initiated
CMP-00530,ORD-00149,Order ORD-00149 tracking was not updating for a day. It arrived though.,low,coupon_issued
CMP-00531,ORD-00222,I received a wrong item in order ORD-00222. I ordered headphones but got a mouse. Need exchange.,medium,exchange_initiated
CMP-00532,ORD-01007,Order ORD-01007 was supposed to arrive yesterday but came today. Minor inconvenience.,low,coupon_issued
CMP-00533,ORD-00466,I got order ORD-00466 a few hours after the estimated window. Not urgent but noting it.,low,no_action
CMP-00534,ORD-01005,Delivery for ORD-01005 was left at the doorstep without notification. Please improve this.,low,apology_email
CMP-00535,ORD-00397,The quality of the product in order ORD-00397 doesn't match the description. Want a return.,medium,replacement_sent
CMP-00536,ORD-00383,I received a completely damaged product in order ORD-00383. Screen is cracked. DEMAND full refund.,high,investigation_opened
CMP-00537,ORD-01060,"Minor issue with order ORD-01060 - the accessories were in a separate bag, initially thought missing.",low,apology_email
CMP-00538,ORD-00469,Order ORD-00469 - I've called 5 times about my missing package. Each time told to wait. I want my money back NOW.,high,escalated_to_manager
CMP-00539,ORD-00726,"Order ORD-00726 is a SCAM - the product is counterfeit, not genuine. I want full refund and compensation.",high,full_refund
CMP-00540,ORD-00786,Order ORD-00786 was supposed to arrive yesterday but came today. Minor inconvenience.,low,no_action
CMP-00541,ORD-00904,I've been given the runaround for 2 weeks about order ORD-00904 refund. Filing complaint with consumer forum.,high,investigation_opened
CMP-00542,ORD-00277,I paid for express shipping on order ORD-00277 but it's being shipped standard. Need correction.,medium,exchange_initiated
CMP-00543,ORD-00822,Order ORD-00822 delivered broken product. Customer service hung up on me TWICE. Absolutely furious.,high,investigation_opened
CMP-00544,ORD-00804,My order ORD-00804 was split into two shipments without notice. One part is still missing.,medium,partial_refund
CMP-00545,ORD-00131,"EXTREMELY DISAPPOINTED with order ORD-00131. Wrong product, damaged box, late delivery. Want to speak to manager.",high,investigation_opened
CMP-00546,ORD-00033,Order ORD-00033: Received used item sold as new. Battery is degraded. This is FRAUD. Refund immediately.,high,investigation_opened
CMP-00547,ORD-00583,Tracking for order ORD-00583 showed delivered but I found it at neighbor's place.,low,apology_email
CMP-00548,ORD-01019,The product from order ORD-01019 works but the manual was missing. Can you send one?,low,coupon_issued
CMP-00549,ORD-00288,Order ORD-00288 arrived with missing parts. The charger was not included in the box.,medium,partial_refund
CMP-00550,ORD-00918,Order ORD-00918 product is DEFECTIVE and almost caused a safety hazard. This needs immediate attention.,high,full_refund
CMP-00551,ORD-00114,Order ORD-00114: Allergic reaction from product that had wrong ingredients listed. Need compensation NOW.,high,investigation_opened
CMP-00552,ORD-00477,Order ORD-00477 product has a scratch on the screen. It's supposed to be brand new.,medium,replacement_sent
CMP-00553,ORD-01155,"My order ORD-01155 worth $500+ has vanished. No tracking, no updates, no support. Considering legal action.",high,full_refund
CMP-00554,ORD-00745,Order ORD-00745 was delivered but the seal was broken. I suspect it's a returned product.,medium,rescheduled_delivery
CMP-00555,ORD-00176,I received a wrong item in order ORD-00176. I ordered headphones but got a mouse. Need exchange.,medium,replacement_sent
CMP-00556,ORD-00352,The product from order ORD-00352 works but the manual was missing. Can you send one?,low,coupon_issued
CMP-00557,ORD-00678,Order ORD-00678 is delayed by 3 days now. I need it for an event this weekend. Please expedite.,medium,partial_refund
CMP-00558,ORD-00303,"EXTREMELY DISAPPOINTED with order ORD-00303. Wrong product, damaged box, late delivery. Want to speak to manager.",high,full_refund
CMP-00559,ORD-00619,"Minor issue with order ORD-00619 - the accessories were in a separate bag, initially thought missing.",low,coupon_issued
CMP-00560,ORD-01172,My order ORD-01172 arrived a day late but everything looks fine. Just wanted to let you know.,low,apology_email
CMP-00561,ORD-00750,Order ORD-00750 - I've called 5 times about my missing package. Each time told to wait. I want my money back NOW.,high,investigation_opened
CMP-00562,ORD-01112,I got order ORD-01112 a few hours after the estimated window. Not urgent but noting it.,low,coupon_issued
CMP-00563,ORD-01084,I paid for express shipping on order ORD-01084 but it's being shipped standard. Need correction.,medium,replacement_sent
CMP-00564,ORD-00794,Order ORD-00794: product arrived but doesn't match the size specifications listed.,medium,replacement_sent
CMP-00565,ORD-00718,Order ORD-00718 has been stuck in transit for 5 days. No tracking updates. Very frustrating.,medium,exchange_initiated
CMP-00566,ORD-00089,I got order ORD-00089 a few hours after the estimated window. Not urgent but noting it.,low,apology_email
CMP-00567,ORD-00760,I received a wrong item in order ORD-00760. I ordered headphones but got a mouse. Need exchange.,medium,replacement_sent
CMP-00568,ORD-00535,"EXTREMELY DISAPPOINTED with order ORD-00535. Wrong product, damaged box, late delivery. Want to speak to manager.",high,escalated_to_manager
CMP-00569,ORD-00852,Order ORD-00852 tracking was not updating for a day. It arrived though.,low,apology_email
CMP-00570,ORD-00851,I received a completely damaged product in order ORD-00851. Screen is cracked. DEMAND full refund.,high,refund_with_compensation
CMP-00571,ORD-00880,Order ORD-00880: Received used item sold as new. Battery is degraded. This is FRAUD. Refund immediately.,high,escalated_to_manager
CMP-00572,ORD-01192,Order ORD-01192 was supposed to arrive yesterday but came today. Minor inconvenience.,low,no_action
CMP-00573,ORD-00474,My order ORD-00474 arrived a day late but everything looks fine. Just wanted to let you know.,low,apology_email
CMP-00574,ORD-00286,I've been waiting for order ORD-00286 refund for a week now. When will it be processed?,medium,partial_refund
CMP-00575,ORD-01189,I've been waiting for order ORD-01189 refund for a week now. When will it be processed?,medium,rescheduled_delivery
CMP-00576,ORD-00439,I need to cancel order ORD-00439 but the app won't let me. It hasn't shipped yet.,medium,replacement_sent
CMP-00577,ORD-00253,I received order ORD-00253 and the color is slightly different from the picture. Not a big deal.,low,coupon_issued
CMP-00578,ORD-00254,The quality of the product in order ORD-00254 doesn't match the description. Want a return.,medium,exchange_initiated
CMP-00579,ORD-00336,FRAUD ALERT: Order ORD-00336 was delivered to wrong address and signed by unknown person. Need investigation.,high,full_refund
CMP-00580,ORD-01045,Order ORD-01045 delivery was rescheduled twice without my consent. Very inconvenient.,medium,exchange_initiated
CMP-00581,ORD-01066,My order ORD-01066 arrived a day late but everything looks fine. Just wanted to let you know.,low,apology_email
CMP-00582,ORD-01038,Order ORD-01038: product arrived but doesn't match the size specifications listed.,medium,replacement_sent
CMP-00583,ORD-00630,The product from order ORD-00630 works but the manual was missing. Can you send one?,low,coupon_issued
CMP-00584,ORD-00775,Product from ORD-00775 is good but took 1 extra day compared to the estimate.,low,coupon_issued
CMP-00585,ORD-01141,Order ORD-01141 has been stuck in transit for 5 days. No tracking updates. Very frustrating.,medium,rescheduled_delivery
CMP-00586,ORD-00006,The quality of the product in order ORD-00006 doesn't match the description. Want a return.,medium,replacement_sent
CMP-00587,ORD-00428,"EXTREMELY DISAPPOINTED with order ORD-00428. Wrong product, damaged box, late delivery. Want to speak to manager.",high,escalated_to_manager
CMP-00588,ORD-00046,I received a completely damaged product in order ORD-00046. Screen is cracked. DEMAND full refund.,high,refund_with_compensation
CMP-00589,ORD-00789,Order ORD-00789 has been stuck in transit for 5 days. No tracking updates. Very frustrating.,medium,partial_refund
CMP-00590,ORD-00482,Order ORD-00482 arrived with missing parts. The charger was not included in the box.,medium,exchange_initiated
CMP-00591,ORD-01134,"Order ORD-01134: the box was a bit crushed but product is fine, thanks.",low,apology_email
CMP-00592,ORD-00035,Order ORD-00035 has been lost by the carrier and nobody takes responsibility. 15 days and counting!,high,refund_with_compensation
CMP-00593,ORD-00436,Order ORD-00436 has been stuck in transit for 5 days. No tracking updates. Very frustrating.,medium,replacement_sent
CMP-00594,ORD-00544,"Minor issue with order ORD-00544 - the accessories were in a separate bag, initially thought missing.",low,apology_email
CMP-00595,ORD-00404,Delivery for ORD-00404 was left at the doorstep without notification. Please improve this.,low,coupon_issued
CMP-00596,ORD-00491,I've been waiting for order ORD-00491 refund for a week now. When will it be processed?,medium,partial_refund
CMP-00597,ORD-00683,Order ORD-00683 delivery was rescheduled twice without my consent. Very inconvenient.,medium,rescheduled_delivery
CMP-00598,ORD-00464,Tracking for order ORD-00464 showed delivered but I found it at neighbor's place.,low,coupon_issued
CMP-00599,ORD-00508,Order ORD-00508 was marked delivered but I haven't received it. Delivery agent marked wrong.,medium,replacement_sent
CMP-00600,ORD-00247,I received a wrong item in order ORD-00247. I ordered headphones but got a mouse. Need exchange.,medium,partial_refund
